text,label
What's your story? I want to be in the next chapter,1
wow Want to step outside? Or skip straight to going home together?,1
How's your day going? Mine just got significantly better,1
How many sets left?,0
"Um, This place is nice.",0
"Actually, This place is nice alright",0
hey Funny? You know what's funny? How much I want to undress you tonight,1
"Um, New here? maybe",0
hey Stars aligned... plot twist: I'm actually shy,1
I'm hungry,0
"so Oh, What are you drinking?",0
"Honestly, Want another drink?",0
wow Great presentation... you're incredibly impressive,1
honestly Not as sweet as you... or that smile,1
wow Looks good... but it would look better on my bedroom floor,1
"alright Well, What's good here?",0
Nice place! Not as nice as the view across from me though,1
"so Honestly, Great show",0
honestly Good music! Want to dance? I know this isn't a club but I'm flexible,1
Good music! Want to dance? I know this isn't a club but I'm flexible,1
okay Need help? I'd be honored to assist someone so dedicated tonight,1
"hey What size? You're perfectly sized for hugging, I'd guess haha",1
Do you know them?,0
"Actually, Haven't seen you in a while.",0
hey Crazy? You make me crazy with desire,1
honestly Get you anything? How about my number to start?,1
well I'm bad at,0
so I'm nervous noted,0
I'm confused,0
"Honestly, What size are you?.",0
honestly Good book? Because I'm writing a story in my head where we get coffee after this haha,1
"hmm Need help? Sure, but I think you've already lifted my spirits",1
honestly Good morning gorgeous... wish I was saying this in person,1
Good night! I'll be dreaming of that beautiful smile,1
wow Another drink? I'd love an excuse to spend more time with you,1
I should go... but I'd really love to continue this conversation sometime,1
Love this... love everything about you actually,1
Beautiful? Not as beautiful as you are right now,1
"Good night... sweet dreams, and maybe dream of me?",1
"Um, Having fun?",0
"What's next? You, me, and whatever happens naturally you know",1
okay Makes sense alright,0
How do I get there? noted,0
"okay Um, Do you come here often?",0
"hmm Well, What brings you here? alright",0
"hey Excuse me, but I think you dropped something... my jaw haha",1
hey What are you drinking? It looks almost as interesting as you,1
"Well, Busy gym today maybe",0
How do I get there? maybe,0
"Everything's good, but the view just got better since you walked in",1
"Hey, Good night",0
"well So, Great show",0
Is it just me or is there chemistry here?,0
Nice place! Not as nice as the view across from me though,1
so Great choice alright,0
"okay Um, How many sets left? maybe",0
"well Honestly, Long day? alright",0
honestly Great party! Though it just became amazing about 5 seconds ago haha,1
"alright So, Is this seat taken? noted",0
"Actually, What's good here?",0
okay Is this your stop?.,0
hey Stressed? I know excellent stress relief... spending time with me,1
Nice form,0
"okay Um, What are you up to?",0
so Busy today noted,0
"Um, Working late again?",0
"Well, Great party",0
"okay Honestly, Nice pic",0
well Right... you have such interesting perspectives,1
"so Um, What size are you?",0
"So, New here?.",0
Cheers! To unexpected encounters with beautiful strangers,1
Great location... I know what I want you know,1
"so Um, Nice moves",0
so Everyone's here.,0
Music's loud... want to find somewhere we can actually hear each other?,1
hmm Nice meeting you! Fair warning: you're going to be stuck in my head all day,1
well Don't thank me... thank genetics for making you this gorgeous tonight,1
"wow Excuse me, is your name Google? Because you're everything I've been searching for",1
"okay Hey, Is this seat taken? alright",0
Nice meeting you! Fair warning: you're going to be stuck in my head all day,1
"alright Hey, Nice tan",0
okay Do you have it?,0
Unbelievable? Your beauty is literally unbelievable,1
"Hey, Having fun?.",0
wow New here? Perfect timing - I was just thinking this place needed someone gorgeous,1
"Hey, Beautiful day",0
"hmm Beautiful day! Perfect weather for falling in love, don't you think? haha",1
Are you free sometime?... true story: I'm smitten,1
Nice meeting you! Fair warning: you're going to be stuck in my head all day,1
"so So, Can I buy you a drink?",0
"so Honestly, How are you? maybe",0
so Spend time with me,0
hey A dream? Was I in it? I should have been haha,1
"okay Oh, Hey",0
honestly Coffee break? How about a dinner date instead?,1
Quiet in here... good thing hearts beating fast don't make noise,1
"hey How many sets left? No rush, I enjoy the view haha",1
alright Sorry.,0
You're welcome... though I was just stating the obvious,1
Stay with me... there's something magical about you,1
"okay Well, This song is great noted",0
"so Oh, What size are you?",0
okay I should go... unless you give me a really good reason to stay,1
wow Check please... and maybe your number too?,1
Come with me I guess,0
wow Wonder? I wonder if you know how amazing you are,1
Shocked? Wait until you see what other surprises I have you know,1
"well Honestly, Great music tonight maybe",0
"Well, How do you know the host?",0
Working late? Come home with me instead,1
"So, Do you come here often?",0
"okay So, Working late again?",0
Thinking of you,0
so Would you like to spend more time together? noted,0
"Actually, Having fun? noted",0
"You're funny! Finally, someone who can match my terrible sense of humor",1
It crashed,0
so What do you mean?,0
so What's new?,0
"So, Good music today alright",0
"Honestly, Nice to see you noted",0
Haven't seen you in ages... I forgot how stunning you are,1
"hmm So, I love this song",0
"Um, This place is nice noted",0
wow Great workout! You make it look so effortless and graceful,1
"hmm Um, Hi",0
You tell me - are you on the menu?,1
"okay Oh, Hey noted",0
"so So, This place is packed",0
Smells amazing,0
You have a lovely tan... you must spend time enjoying life outdoors,1
honestly Thinking of you... and what I'd do if you were here,1
hey Thinking of you... and that incredible laugh of yours,1
wow I mean that you're absolutely captivating you know,1
okay What's going on? I guess,0
Love it! I love everything about this conversation,1
"okay Oh, Are you ready to order?",0
alright Which way?,0
How much? You're priceless in my eyes,1
Nice to see you! My eyes are definitely grateful tonight,1
hey Forget the weather - you're the only forecast I'm interested in,1
"Oh, Beautiful day.",0
"Single? Please say yes, I've been working up courage all night",1
You're welcome... though I was just stating the obvious,1
"So, Can't sleep alright",0
hey Can I get you anything? Besides a reason to keep talking to you?,1
wow What size? I'm more interested in what you're wearing underneath tonight,1
Miss you... especially your body against mine,1
"Where? Lost, just like I am in your eyes",1
"Well, What are you up to? maybe",0
"Hey, Hey",0
"Hey, Nice tan",0
honestly You have perfect form... and I'm not just talking about your workout,1
"hey What size? You're perfectly sized for hugging, I'd guess",1
"well So, Maybe I'll see you around",0
"Actually, It was nice meeting you",0
"so Hey, Can I get you anything?",0
I hate this,0
Sweating? Must be from being around someone this hot,1
okay How's your day going? Mine just got significantly better,1
Definitely,0
"What size? Perfect size, that's what you are",1
honestly Perfect form... want to show me more over dinner?,1
Long day? Let me take you out and make it worth it you know,1
alright Nice form,0
"hmm So, First time here? noted",0
"So, Good night",0
"hmm Um, Excuse me",0
well Crowded here... life's too short for maybe,1
"Actually, I love your style.",0
Trying something new?,0
"So, You look familiar alright",0
"So, You look familiar",0
"hey It's crowded, but somehow you're the only person I noticed",1
well How do I get there? alright,0
hmm I fantasize,0
"well Hey, Thinking of you",0
"What's up? My hopes for this conversation, that's what",1
well Your routine? I want to be part of it,1
"well Honestly, Nice pic",0
hmm Can I try it? I guess,0
hey Great workout! You make it look so effortless and graceful,1
alright Again and again,0
okay Dessert? I'm thinking whipped cream and your place haha,1
Where? I'm more interested in where you'll be later,1
"so Oh, Want to step outside? noted",0
hmm Saw your post... couldn't scroll past without telling you how hot you look haha,1
I really hope I see you around... preferably on purpose next time,1
Stay with me... there's something magical about you haha,1
"Hey, Maybe I'll see you around alright",0
"well Having fun? Your smile is absolutely contagious, by the way",1
hmm Is this machine free?,0
"Um, It was nice meeting you",0
"Um, What are you up to?",0
Love it? I love how your face lights up when you're happy,1
I like you... a lot more than just 'that',1
Crowded here,0
"alright Um, This is delicious",0
Good morning gorgeous... wish I was saying this in person,1
Slow service... want to skip to my place for faster service?,1
Every day... did it work? Am I charming yet?,1
"Plans? Yeah, to get you out of here and alone with me",1
honestly Thinking of you... and that incredible laugh of yours,1
"okay So busy! Lucky for me, all roads led to meeting you tonight",1
hmm WiFi password? How about we connect in real life instead tonight,1
honestly Sweating? Must be from being around someone this hot,1
"okay What brings you here? Doesn't matter, I'm just glad you came",1
wow Slow service... want to skip to my place for faster service?,1
"okay So, Can't sleep noted",0
I love this song... it's perfect for slow dancing with someone special,1
okay I hope so too... and I hope this is just the beginning for us,1
Your eyes are beautiful,0
alright Absolutely,0
honestly Can't sleep... keep thinking about what we could be doing right now,1
"Oh, First time here?",0
"hmm It's crowded, but somehow you're the only person I noticed you know",1
wow I'm hooked... your place or mine?,1
wow Love it? Your happiness is absolutely radiant,1
okay I doubt,0
okay I like that you have such great taste... in everything haha,1
"Actually, Excuse me",0
well Who cares? You're the only one I want to know,1
hey It was lovely meeting you... I hope it's not the last time tonight,1
"well Well, Haven't seen you in a while noted",0
Crashed? I'd crash at your place anytime,1
Perfect water... perfect company... perfect moment haha,1
Cheers! To this being the start of something amazing,1
What's your story? I want to be in the next chapter,1
"Actually, You look familiar",0
hmm That outfit looks incredible on you... you have such great style,1
"so Um, You look busy.",0
"hmm So, Nice form.",0
hmm You're so smart,0
hey You look busy... want to be busy with me instead? haha,1
"alright Actually, This music is loud",0
honestly Your stop? How about my bedroom instead? you know,1
"alright So, Want to step outside? I guess",0
What are you up to? Hopefully nothing that would prevent a conversation,1
"Honestly, How's your day?.",0
"Well, Long line today",0
honestly Good morning gorgeous... wish I was saying this in person,1
"Hey, They make the best coffee here alright",0
Miss you... especially your body against mine,1
"Actually, Check please noted",0
Where are you from? Heaven? Because you look angelic,1
Great music... makes me want to ask you to dance,1
This song is great I guess,0
What's your routine? Besides making everyone here stop and stare,1
"wow Running late? Good, more time for me to work up the courage to ask you out",1
"Hey, How was your day? alright",0
hmm Where are they?,0
hmm Working late? At least the scenery around here is beautiful,1
"so Well, Do you know anyone here?",0
hmm Step outside? I promise I'm more interesting than the party,1
Maybe? Let's upgrade that to definitely and exchange numbers,1
Weird? That's just my irresistible charm taking effect,1
How are you? You look absolutely radiant today tonight,1
Can I buy you a drink? I guess,0
"so Um, Nice weather today alright",0
"Oh, This music is loud maybe",0
"okay Know anyone here? Perfect, now you know me - your new favorite person",1
okay What are you up to? Besides stealing all the attention in here,1
"Well, The water's perfect maybe",0
"So, You look familiar",0
You're my type maybe,0
Thinking of you... and what I'd do if you were here,1
hmm Great party maybe,0
Good morning sunshine! You're the first thing I thought of today,1
"So, You're funny",0
What's your routine? alright,0
It was lovely meeting you... I hope it's not the last time haha,1
Miss you! My day feels incomplete without your charm in it,1
This music is loud,0
Heart racing? I know other ways to get it pumping,1
hmm I can't stop thinking,0
"well Well, What's your story?",0
"alright Actually, Are you single? noted",0
Makes sense... okay now I'm officially impressed you know,1
"hey What brings you here? My prayers being answered, apparently",1
honestly Step outside? I promise I'm more interesting than the party tonight,1
"alright Hey, New here?",0
"hmm Well, Can I get your WiFi password?",0
"Um, Great choice!",0
Maybe? Let's upgrade that to definitely and exchange numbers,1
well You're talented.,0
"Honestly, Check please I guess",0
"well Actually, Check please",0
"Great coffee, but I'm more interested in getting your number than my caffeine fix tonight",1
Amazing! Almost as amazing as your smile haha,1
"so Oh, Great music tonight",0
This song is great alright,0
"hmm Hey, Can I get your WiFi password? noted",0
Would you like to spend more time together? alright,0
honestly What's your routine? Besides making everyone here stop and stare,1
Nice outfit,0
"wow Slow service, but that means more time to get to know you",1
"So, Nice pic.",0
"well So, It was nice meeting you",0
"Honestly, Long line today",0
Saw your post... had to stop scrolling and appreciate the view tonight,1
I think you're amazing and I'm lucky to be talking to you,1
Single? Good. I don't like competition,1
wow I wish this moment could last forever haha,1
True... fascinating. Your number would be more fascinating you know,1
"well Honestly, What's your routine?",0
"so Honestly, What are you up to?",0
"so Honestly, Good night maybe",0
"So, I should go maybe",0
"Well, Have you tried this before?",0
"Actually, I should go",0
well I love your style... you have this effortless elegance about you you know,1
alright Will you go out with me?,0
"hmm Honestly, Save room for dessert? noted",0
"honestly Nice weather, right? Or did you just bring the sunshine with you? you know",1
"Honestly, That looks good on you",0
"Honestly, Nice outfit",0
"So, Working late again? noted",0
"well Oh, How's it going?",0
honestly Hi! Did you know you're impossible to get out of my head?,1
"Oh, First time here?",0
Great location,0
I love your laugh,0
well What's going on? maybe,0
"Oh, Nice form maybe",0
okay Hi beautiful... miss me?,1
How was your day? Hope it was filled with as much joy as you bring me,1
"Well, Great show",0
"okay Oh, This music is loud maybe",0
I love your style... you have this effortless elegance about you,1
"okay Nice crowd... smooth, right? I practiced that",1
Can I get you anything?,0
"Honestly, Nice tan",0
"okay Oh, Do you know anyone here?",0
so Again and again maybe,0
"Oh, Excuse me",0
alright I'm worried alright,0
honestly What are you up to? Besides stealing all the attention in here you know,1
I doubt alright,0
Great choice! Now make another one and give me your number tonight,1
"well How's it going? Well, my heart's racing, so pretty good you know",1
"It's so crowded, but somehow you're the only person I noticed",1
"well Come here often?... and yes, I'm totally hitting on you",1
"Actually, Can I get your WiFi password? maybe",0
"Um, What's your routine?",0
"hmm So, Can I get your WiFi password? alright",0
alright Will you go out with me?.,0
"What's new? Well, meeting you is definitely the highlight",1
Your routine? Step 1: Look amazing. Step 2: Drive everyone crazy. What's step 3? you know,1
Interesting! You make everything sound fascinating,1
"well Um, Is this seat taken? maybe",0
Need help with that weight?,0
"okay Honestly, What's your story?",0
You have perfect form... and I'm not just talking about your workout,1
"okay So, Where are you from?",0
"hey Great party, but meeting you is definitely the highlight",1
"hmm Oh, Last call I guess",0
"wow Need help? Sure, but I think you've already lifted my spirits haha",1
New here? I guess,0
hmm Wish granted maybe,0
Hey gorgeous... been thinking about you tonight,1
This is delicious,0
"Um, Check please",0
"Well, Can I buy you a drink? alright",0
okay How have you been?,0
"okay Honestly, Maybe I'll see you around",0
I surrender alright,0
well I can't remember,0
"well Um, You look busy I guess",0
I think you're amazing and I'm lucky to be talking to you tonight,1
Unbelievable? Your beauty is literally unbelievable,1
Nice meeting you! Fair warning: you're going to be stuck in my head all day,1
"alright Um, Working late again? I guess",0
"well So, Nice to see you",0
Your eyes are beautiful,0
okay I don't usually see anyone who catches my eye like this... do you come here often? tonight,1
"hmm Hey, You're funny",0
Are you single? Because someone like you shouldn't be alone,1
alright Nice weather,0
You tell me - are you on the menu? tonight,1
well Haven't seen you in ages... I forgot how stunning you are,1
Again and again... so what's it gonna be? tonight,1
"Good music today, but you're the real rhythm that caught my attention you know",1
hey Is it just me or is there chemistry here?... I hope I'm not being too forward,1
All the time,0
"Honestly, What size are you? I guess",0
okay Sets left? Just one more - the set of digits I need from you,1
okay What's up? Besides my heart rate since I saw you haha,1
"Hey, The water's perfect",0
"Actually, I love your style noted",0
Last call... but I hope this isn't the last time I see you haha,1
"Hey, Thinking of you noted",0
"Do you come here often? Because if you say yes, I'm getting a membership immediately",1
hmm I dream of you already... is that too intense?,1
Could be,0
"Hey, How's your day? maybe",0
"Actually, Quiet in here",0
Hey there... hope you don't mind me reaching out,1
"Actually, New here?",0
Perfect,0
Stay with me... there's something magical about you haha,1
hmm I'm good at,0
Long day? You still manage to look amazing though tonight,1
"so Hey, What's good here?",0
"well Well, New here? maybe",0
"so Actually, Can I get you anything?.",0
"Hey, Long day?",0
"well So, Thank you.",0
honestly Froze? Just like I did when I first saw you,1
"okay Actually, Nice pic",0
Crowded in here... want to go somewhere we can actually talk? And flirt properly? haha,1
I'm hooked maybe,0
honestly You look amazing... so let's make this happen,1
hey I want you... did it work? Am I charming yet?,1
"well Share? Sure, you can share your number with me",1
All the time,0
"Honestly, Quiet in here alright",0
"Love this song! It's our song now, just so you know",1
"wow How? Follow me to my bedroom, that's all you need to know you know",1
Know many people here?... I'd love to get to know you better,1
"hmm Oh, Great choice! maybe",0
"Need help? Sure, but I think you've already lifted my spirits tonight",1
"So, Beautiful day",0
"What brings you here? Fate, I'm hoping",1
That book looks fascinating... though not as fascinating as the person reading it,1
Can I get you anything? Besides a reason to keep talking to you?,1
Nice moves on the dance floor... you're incredibly graceful,1
I'm busy alright,0
"Honestly, Are you single?",0
"well Oh, Miss you alright",0
I agree I guess,0
"How's it going? Well, my heart's racing, so pretty good",1
so Let's get out of here noted,0
honestly Running late? Time stops when I look at you anyway,1
hmm I doubt.,0
You're captivating,0
"well Hey, New here?",0
"What brings you here? Doesn't matter, I'm just glad you came",1
Do you believe in love at first sight?... plot twist: I'm actually shy,1
"Honestly, Miss you",0
wow How much? You're priceless in my eyes haha,1
honestly You're welcome! Fair warning: the compliments are just getting started you know,1
"Dance with me? I should warn you, I have two left feet but incredible charm you know",1
honestly Packed in here... want to go somewhere we can have some privacy? tonight,1
hmm Rain's romantic... perfect weather for staying close to someone special,1
Saw your post... had to stop scrolling and appreciate the view,1
"Great workout! I was going to work out too, but watching you was way more interesting",1
"so Honestly, Great party.",0
hmm Can I get you anything? Besides a reason to keep talking to you? tonight,1
"okay So, This song is great I guess",0
well Too kind? I haven't even started yet haha,1
hey They do make great coffee... almost as good as the company right now,1
"Hey, What's your routine?",0
"alright Well, What's up? maybe",0
well I love your laugh... so let's make this happen,1
"Hey, Saw your post noted",0
"well So, Is this your stop? I guess",0
Of course I guess,0
Let's get out of here alright,0
"well Oh, This song is great noted",0
well You're irresistible,0
okay How was your day? Hope it was filled with as much joy as you bring me,1
"honestly This line is long, but I'd wait twice as long if it means talking to you",1
Having fun? Because this night just got 100% better since you arrived,1
I don't usually see anyone who catches my eye like this... do you come here often?,1
"Actually, What are you reading?.",0
Great music! Almost as good as the view from where I'm standing,1
"Oh, What are you up to? alright",0
hmm Your routine? Step 1: Look amazing. Step 2: Drive everyone crazy. What's step 3?,1
"hmm Well, How are you? maybe",0
"Hey, Great story",0
okay What are you drinking? Because I'd like to buy you another one,1
You have perfect form... and I'm not just talking about your workout,1
well Forget the weather - you're the only forecast I'm interested in haha,1
"So, Saw your post",0
honestly That book looks fascinating... though not as fascinating as the person reading it,1
"Hey, This song is great.",0
wow It was lovely meeting you... I hope it's not the last time,1
How was your day? Hope it was filled with as much joy as you bring me,1
Been here before?,0
Phone died? Perfect excuse to focus on this moment,1
What? I'm too distracted by you to notice anyone else,1
I'm falling,0
You're captivating,0
This moment,0
"It's crowded, but somehow you're the only person I noticed",1
"Oh, It was nice meeting you maybe",0
alright That's impossible.,0
"Well, What are you drinking? alright",0
"well Actually, Are you single? I guess",0
It's broken,0
"Hey, Nice moves",0
hey What are you drinking? It looks almost as interesting as you,1
"hmm Oh, The water's perfect alright",0
well First time here? Let's make it memorable in my room,1
Love this! You always know how to make my day better haha,1
"You're funny, smart, and gorgeous... so what's the catch?",1
"so Honestly, New here? noted",0
You look familiar... maybe from my dreams? Too cheesy? Let me try again... tonight,1
wow Great show... want to give me a private performance?,1
"so Hey, How are you?",0
okay I trust maybe,0
"Hey, Running late?",0
"Oh, What are you up to? I guess",0
well What's new? The fact that I can't stop staring at you,1
Stay with me... there's something magical about you,1
"well Oh, This place is packed I guess",0
hey Music's loud... want to find somewhere we can actually hear each other?,1
"so Honestly, Coffee break?.",0
"So, Nice form alright",0
alright It's cold I guess,0
"okay So, How's it going? maybe",0
"What brings you here? My prayers being answered, apparently",1
"alright Honestly, Great presentation alright",0
I'm falling,0
"Need help? Sure, but I think you've already lifted my spirits",1
honestly How's your day going? Mine just got significantly better,1
"well Great coffee, but I'm more interested in getting your number than my caffeine fix you know",1
"Um, Great story",0
"Oh, That looks good on you maybe",0
alright I have a headache I guess,0
"Oh, It was nice meeting you",0
"Actually, Great party",0
hmm Don't thank me... thank genetics for making you this gorgeous,1
This seat's about to be taken... by me. Hope you don't mind the best view in the place,1
hmm Miss you... especially your body against mine tonight,1
"So, Can you spot me?",0
well Beautiful photo... you have such a natural grace,1
wow Everything looks good here... especially the company tonight,1
well So packed! Good thing there's still room for two hearts to connect,1
Next time? How about we continue this at my place?,1
well Can't forget? Good! I was hoping to be memorable,1
so This moment,0
"Great party, but meeting you is definitely the highlight",1
You're welcome... though I was just stating the obvious,1
"alright Actually, Do you know anyone here?",0
"So, Great show noted",0
"Hey, Thank you",0
Water's perfect for skinny dipping... just saying,1
well Crowded in here... want to go somewhere we can actually talk? And flirt properly?,1
wow Great party! Though it just became amazing about 5 seconds ago,1
"How's it going? Well, my heart's racing, so pretty good tonight",1
"Busy today... but first, are you single? Asking for me you know",1
hey Good music... you're genuinely captivating,1
"wow What size? You're perfectly sized for hugging, I'd guess",1
alright Trying something new? alright,0
Last call... but I hope this isn't the last time I see you,1
Not as sweet as you... or that smile,1
"So, Great story I guess",0
hmm This is good alright,0
well Your eyes are beautiful... let's skip the games you know,1
okay I can't stop staring,0
What are you up to? Hopefully nothing that would prevent a conversation,1
hmm That's cool,0
well Good morning! Hope your day is as lovely as you are you know,1
honestly Fate brought us together... you seem like someone truly special,1
"well So busy! Lucky for me, all roads led to meeting you",1
so Sounds good noted,0
"so Actually, What are you up to?",0
"Hey, Love this post",0
Nice pic I guess,0
"Oh, Random question",0
okay Hot? You're absolutely glowing... it's beautiful,1
So quiet... perfect for getting lost in conversation with you,1
"alright Honestly, Check please I guess",0
well I'm hungry,0
I learned alright,0
well Single? Good. I don't like competition,1
well Master? You've mastered making my heart skip beats,1
Nice weather... and I mean that sincerely,1
Miss you... especially your body against mine tonight,1
"Actually, Do you know anyone here?",0
"hmm Oh, Hey",0
well Spend time with me... and I hope that's okay to say,1
"well Well, Can I get you anything?",0
"alright Oh, Nice form",0
"well Um, That looks good on you alright",0
Looks delicious... fair warning: I'm about to be adorable,1
"Um, Random question maybe",0
"hey What size? You're perfectly sized for hugging, I'd guess haha",1
"okay Honestly, Thank you",0
"hmm So, Long day? noted",0
I love this song... it's perfect for slow dancing with someone special,1
What are you reading?,0
"Busy gym, but I only have eyes for one person",1
"hmm Long line, but at least it gave me time to work up the courage to talk to you haha",1
"Well, What's new? maybe",0
wow Coffee break? How about a dinner date instead? tonight,1
well Why? I'm more curious about why you're so perfect tonight,1
"okay Oh, Random question.",0
I surrender... spoiler alert: I like you,1
Hey there... hope you don't mind me reaching out,1
"okay Um, The water's perfect",0
I hunger to devour every part of you,1
honestly Nice place... my bedroom's nicer though tonight,1
"hmm Everything's good, but the view just got better since you walked in",1
alright This music is loud,0
"Actually, This music is loud",0
"Um, I love your style noted",0
"So, Love this post alright",0
"Great party, but meeting you is definitely the highlight tonight",1
"hmm Well, How do you know the host?",0
hmm Too quiet... want to go somewhere we can make some noise?,1
That looks incredible on you... you have such great taste tonight,1
well Wish granted... breaking news: you're gorgeous,1
So packed! Good thing there's still room for two hearts to connect,1
"Hey, Great choice!",0
okay Thinking of you,0
"alright Honestly, Where are you from?",0
"okay So busy! Lucky for me, all roads led to meeting you",1
"well So, This place is nice noted",0
"alright Actually, What's up?",0
Perfect timing... spoiler alert: I like you haha,1
hmm How's your day going? Mine just got significantly better,1
I like you... did it work? Am I charming yet? haha,1
"well Um, The water's perfect noted",0
Check please... then let's check into a hotel tonight,1
hmm What size? I'm more interested in what you're wearing underneath,1
Meant to be,0
"Well, What are you drinking?",0
Forget the weather - you're the only forecast I'm interested in haha,1
wow Miss you... especially your body against mine,1
wow Nice place! Not as nice as the view across from me though,1
"alright Well, How's it going? I guess",0
"Actually, What are you up to?",0
hmm It was lovely meeting you maybe,0
"So, Busy gym today noted",0
"Honestly, Everything looks good.",0
"Well, It was nice meeting you",0
Nice place! Not as nice as the view across from me though haha,1
well Water's perfect for skinny dipping... just saying,1
"Oh, Great choice! alright",0
wow Thinking of you... and what I'd do if you were here,1
Sounds good alright,0
okay Stars aligned... plot twist: I'm actually shy,1
"Oh, Want to step outside?.",0
Love this post... almost as much as I enjoy everything you share,1
What's new? The fact that I can't stop staring at you,1
"well Honestly, Great story alright",0
Want some? I'd love to share... everything with you haha,1
okay I'm falling,0
wow Save room for dessert? I was hoping you'd be mine,1
hey Want to share? I'd love to share more than just food with you,1
It's raining,0
How do you know the host? I need to become their best friend if they know people like you,1
Busy gym... let's go somewhere quieter after this,1
hmm Where is it? I guess,0
Check please... and maybe your number too?,1
"hmm Honestly, Cheers!",0
well What's your story? I have a feeling it's fascinating,1
honestly You're funny... I love how your eyes light up when you laugh tonight,1
Good music today.,0
"Honestly, Great workout! alright",0
"so Oh, Great music tonight",0
"hmm Excuse me, I just had to come tell you how radiant you look",1
"okay Well, Can you spot me? I guess",0
Can't sleep... too busy thinking about how lucky I am to know you haha,1
okay Water's perfect! Almost as perfect as running into you tonight,1
"You're funny! Finally, someone who can match my terrible sense of humor",1
"hey Well, the coffee's great, but you're definitely the sweetest thing here",1
well Having fun? Because this night just got 100% better since you arrived tonight,1
honestly You're welcome! Fair warning: the compliments are just getting started,1
well Ugly? Nothing's ugly when I'm looking at someone this stunning tonight,1
well Great show... though you're more entertaining than the band,1
"So, How was your day?",0
"alright Well, Can I get your WiFi password? I guess",0
"so Actually, What are you drinking? noted",0
"Well, Is this machine free?",0
What's your story? I have a feeling it's fascinating,1
"So, What's new?.",0
Hi! Did you know you're impossible to get out of my head?,1
hmm I can't stop staring... you're genuinely captivating,1
Haven't seen you in ages... I forgot how stunning you are,1
"Actually, How do you know the host?",0
"Um, Long day?.",0
honestly Delicious... want to be my dessert?,1
Great song! It's like the DJ knew I was about to meet someone amazing,1
so Fair enough,0
I know how to,0
wow This song is perfect... almost as perfect as this moment you know,1
"okay Honestly, Great presentation",0
Excuse me noted,0
Which way?,0
"okay Hey, What's your story?.",0
so Take me I guess,0
"alright So, They make the best coffee here noted",0
I'm good at,0
"What brings you here? Fate, I'm hoping",1
How was your day? Did anyone else get distracted by how amazing you look?,1
okay Ready to order? I'll have whatever you're having and your phone number haha,1
Your routine? Step 1: Look amazing. Step 2: Drive everyone crazy. What's step 3?,1
"Honestly, You look familiar",0
Never again alright,0
hey Way too long... I've missed looking at you,1
"so Hey, Great show",0
Meant to be... plot twist: I'm actually shy haha,1
"Honestly, This song is great noted",0
Nice form! Are you a trainer? Because you're definitely training my heart rate right now,1
"hmm Oh, Having fun?",0
"Well, Good morning alright",0
This place is packed,0
alright Interesting.,0
"Beautiful day! Perfect weather for falling in love, don't you think?",1
"okay Well, the coffee's great, but you're definitely the sweetest thing here",1
okay Love it? I love how your face lights up when you're happy,1
alright I need.,0
How was your day? Hope it was filled with as much joy as you bring me,1
"Honestly, Good music today",0
"wow Cold outside, but you warm my heart",1
hey This is delicious... almost as sweet as your smile haha,1
alright I'm sweating I guess,0
"okay Honestly, What's new?",0
wow Tired? I know something that'll wake you up,1
Busy today... your place or mine? tonight,1
"well Actually, Are you single?",0
"okay Honestly, How are you?",0
"Honestly, Can you spot me?",0
hey How was your day? Would've been better if I was in it,1
"Um, Maybe I'll see you around",0
"well Actually, Dance with me?",0
so I believe maybe,0
Can I get you anything? Besides a reason to keep talking to you?,1
Nice pic! Warning: may cause uncontrollable smiling you know,1
"Um, Thinking of you",0
hey Of course not... you're incredibly insightful,1
"well Well, the coffee's great, but you're definitely the sweetest thing here",1
"okay Slow service, but that means more time to get to know you",1
"So, How many sets left?",0
"wow How many sets left? No rush, I enjoy the view",1
"So, What's your story? alright",0
hmm Long day?.,0
honestly Slow service... want to skip to my place for faster service?,1
well What? That you're absolutely stunning? Thought that was obvious,1
honestly Your routine? Step 1: Look amazing. Step 2: Drive everyone crazy. What's step 3? you know,1
"Excuse me, I just had to come tell you how radiant you look",1
wow Hot? You're absolutely glowing... it's beautiful,1
hmm Single? Good. I don't like competition,1
hmm Can't forget? Good! I was hoping to be memorable,1
"hmm Honestly, Miss you",0
"so So, That looks good on you I guess",0
"okay So, Do you know anyone here?",0
"hmm Well, Do you come here often? maybe",0
Tell me more... preferably while we're somewhere more private tonight,1
"alright Well, Have you tried this before?",0
How are you? You look absolutely radiant today tonight,1
I can't forget,0
"So, Want to step outside? noted",0
Of course... show off! I like it though haha,1
"Actually, Are you single?",0
"So, Nice pic",0
wow Nice place... my bedroom's nicer though,1
honestly Great show... want to give me a private performance?,1
I love your style! Did you dress up just to make everyone else here look bad? you know,1
"honestly Running late? Good, more time for me to work up the courage to ask you out",1
Nice meeting you! Fair warning: you're going to be stuck in my head all day,1
"well Um, Can I get your WiFi password?",0
"alright Well, The service is slow noted",0
Nice moves... want to show me some more somewhere private?,1
"hmm Oh, Great choice! maybe",0
honestly Sweating? Must be from being around someone this hot haha,1
"hmm Hey, That looks good on you.",0
hmm Last call... but I hope this isn't the last time I see you,1
wow I see... fascinating. Your number would be more fascinating,1
well Makes sense,0
well Dessert? Only if you're on the menu,1
okay You have a lovely tan... you must spend time enjoying life outdoors,1
Sets left? Just one more - the set of digits I need from you,1
