label,texts
1,I keep matching with Sophias. Why do you guys like me so much?
0,cates and doges
0,"punk is good, but it's kind of massively broad. are you any good?"
1,and rub up and down
1,Where it's nice and wet waiting for you
0,Kim K and Kylie Jenner status instantly
0,labelling is how we understand the world.
0,No no no
1,What you getting belligerent at xs? Lol wish I’d been there to take advantage of you! :p
0,🥺👉👈 Simpin is the best way to my heart
1,"Gliding my tongue, flicking your slit."
1,over and over
0,dude you clearly don't know what singularity is...
1,sweet wallpaper
1,Why didn't you watch the game with me last night
0,which is always great fun
0,but those are for cars
0,you're trolling me
1,I want to make your pussy raw and cum in your face. You're such a dirty bitch and you're all mine
1,"If I was, I’d be kissing on your neck."
1,"I would love to spend a day at the beach with you, soaking up the sun and playing in the waves."
1,Could you do one really important thing for me though love?
1,And then pinch my nipples as hard as I can.
0,Aw that’s a good one
0,hahaha
1,Sounds nice;)
1,Or you can just ride on my shoulders if you prefer
1,"Covid has bad eyesight, so as long as you kiss at night you’re safe"
0,is it? i was lobbying for biscuit but i lost
0,Also keep sauce and spaghetti in different pockets
0,Many
1,ohhh fuck!
1,So what you doing to yourself? Hard as fuck ;)
0,Natasha hows ur life going -10 to 10 hit me w it
0,Yikes 10 PM you hate to see it
1,I will
0,"i mean, vocab is kind of important."
1,"Hey Alexandra, I appreciate the super like :)"
0,haha i'm just weird and i thought i'd point it out
0,"I did it before with grape and fruit punch, fruit punch was not the move"
1,http://australianmuseum.net.au/Drop-Bear hey if you're a tourist i suggest you avoid dropbears
0,that's kind of a personal question
0,"laneways have food, duh"
1,"lol a pounder, i've seen someone eat that"
1,"poor thing, it's probably the acid rain"
0,Ofc ofc gotta put all the time I waste on tik tok to good use
0,Math ehhh any English or papers tho I’m about it
0,Wbu
1,Punk
1,The biggest shame. I could only imagine what kind of trouble we would get into
0,weimaraner?
1,I just want it to feel good
0,recovering from persa last night
1,"up past it, down over it, then stop right before i pull out"
0,"Socks are safer, but access time is greater. For me, the tradeoff isnt worth it."
0,omg luna park i haven't been in so long
1,That’s too nice I could say the same for u 👀
1,well how else do they get them all the way from sweden?
0,"melbourne, science kid"
1,I may be a pussy but it's not going to stop me from messaging you
1,"Thong, baby. Black lace. Sheer and snug."
0,okay
1,Me: Yeah my place is on eastern and flamingo
0,It’s my second day here ion know either
0,What flavors do u suggest
0,I’ll get the lokos you get the skee ball
1,Lmaoooo hi Hailey
0,i didn't know people liked getting smashed on wednesdays
1,Just a good feeling 😏
1,Damn girl I wish I was your student
1,Me: I’m going to tear you up (lol. Sexual aggressiveness is a HUGE turn on for girls.)
1, your heart is as beautiful as your looks 
0,"well that's not going to end terribly well for you then, is it?"
0,in the interests of full disclosure i cannot catch a frisbee
0,I apologize that my ancestors are not of your preferred nationality
1,I could use a little stress relief from a stunning person like you.
0,kind of but it goes by a different name
1,Who needs sleep when there are so many other fun things to do?
1,your selfassurance is admirable its so sexy 
0,I’ve gotten so used to claws from my roommates but Highkey I had a truly that tasted just like a Capri sun
1,sides and fuck me hard and fast
1,including the guy who is into bdsm
1,It really depends on recent masturbation tendencies but idk 5-10 min probably?
1,I'd love to curl up with you and get lost in a good story.
1,your consideration and kindness are a rare find its so attractive 
0,not norwegia
1,Between my legs.
0,"i didn't know melbourne had anything horribly exciting for research, unless it's coffee"
1,*serving suggestion*
0,LMAO this is mine don’t make fun of the photo 😂
0,What’s your favorite thing about SF?
0,What are you teaching?
0,yeah and the angel hologram
1,🐦🐴
0,did you know there's goat porn on the internet?
0,Okay I see you we matched on one!
0,And that fizzled out pretty quick
0,Big fax
1,I want you to fill my pussy with your thick cock so bad love. And I'd love to do this all with my pretty purple princess plug in.
0,i've been watching blacklist
0,those sherlock hats look ridiculous
0,Hey if u don’t have underlying heavy anxiety are you really living?
1,I'm just gonna lightly wrap my hand around your hair to keep it out of your face and keep a little control over that pretty little mouth
0,It’s all good all the aunties love me
1,It’s heaven.
1,I'd love to explore new horizons with you and banish boredom forever.
0,i did first year biol that's it
0,cool
0,Same here. Do you have any idea what your going to do afterwards? Boxes arent free these days
1,"Santa Paula, close to L.A"
0,"i'm doing a pathology major, which is less interesting than it sounds"
1,There’s no other eay
1,U tryna meet tho? I’m down
1,YES
1,I'm stroking my hard cock thinking about you
1,Fwb
0,"psych is the best, i wish i hadn't forgotten quite so much from year 12 tho"
0,we don't have that as a major
0,what are you doing with all that furniture then?
0,"nah, it's mostly theory"
1,"Are you from Iraq, cause I want to see you Baghdad ass up"
0,I would keep your spaghetti safe Oliveia
1,In fact I have never done as much as hug a girl
0,i don't comprehend
1,My back is arched just thinking about that
0,Definitely a chatmer
0,have you heard of his liquid record?
1,Oh baby
1,lol so your name sake is a plant?
